update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,kl,success_rate,return_mean,return_std,return_min,return_max
1,64,72.6976995733772,0,0.0,0.0,0,0,0.0,0.0,0,0,9.934342861175537,0.14555695559829473,-0.03742130286991596,0.02012952114455402,101.45145140126985,9.180467128753662,0.0,0.0,0.0,0,0
2,128,70.66075026856225,1,0.0,0.0,0,0,0.0,0.0,0,0,9.940794944763184,0.18950668722391129,-0.007199233630672097,0.012092170742107555,296.0519687622739,13.038133144378662,0.0,0.0,0.0,0,0
3,192,71.95231617525847,2,0.0,0.0,0,0,0.0,0.0,0,0,9.945765495300293,-0.047345289029181004,-0.010879556182771921,0.006138615179224871,322.0269588894809,12.10784912109375,0.0,0.0,0.0,0,0
4,256,75.35910326651477,3,0.0,0.0,0,0,0.0,0.0,0,0,9.949947357177734,-0.14572077989578247,-0.026343978010118008,0.00199670169968158,174.01902314498702,4.598151326179504,0.0,0.0,0.0,0,0
5,320,70.50439070872768,4,0.0,0.0,0,0,0.0,0.0,0,0,9.95427656173706,-0.09528303146362305,-0.026139013469219208,0.0011258122394792736,29.16078497165087,0.5270831882953644,0.0,0.0,0.0,0,0
6,384,74.0877851892577,5,0.0,0.0,0,0,0.0,0.0,0,0,9.960042476654053,0.022087596589699388,-0.02028137631714344,0.0008087101741693914,35.57960628591208,0.5500165224075317,0.0,0.0,0.0,0,0
7,448,73.14987312189889,6,0.0,0.0,0,0,0.0,0.0,0,0,9.96639347076416,0.08609220385551453,-0.012088014278560877,0.00015976147187757306,26.08201722139181,0.7359883189201355,0.0,0.0,0.0,0,0
8,512,72.33667141122493,7,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,9.973434448242188,0.05887440778315067,0.019261132925748825,0.0018308573635295033,12.921877858954675,0.23222459852695465,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
9,576,73.13801451069257,7,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,9.98122501373291,-0.019861928652971983,-0.005677907960489392,0.0008296307787531987,47.37234850213473,0.5512123256921768,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
10,640,68.84859925456357,8,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,9.988589763641357,-0.06181392818689346,-0.014291266910731792,0.000583795495913364,56.345905757907374,1.0100531578063965,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
11,704,73.57631396819697,9,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,9.995195865631104,-0.051994794979691505,-0.10438871756196022,0.01777820847928524,24.883288746870168,0.6973723471164703,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
12,768,73.78100983626022,10,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,10.001595973968506,0.02486635628156364,-0.0770886205136776,0.008361142594367266,19.6119126551837,0.3244664669036865,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
13,832,77.2082425882399,11,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,10.007975578308105,0.07934501767158508,-0.047992393374443054,0.004108871566131711,26.507316219402618,0.1760222688317299,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
14,896,72.79765494509846,12,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,10.014333248138428,0.11415843293070793,-0.033392127603292465,0.0020540543482638896,10.98288570175649,0.17580601572990417,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
15,960,75.67533030991495,13,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103,500.0,0.0,500.0,500.0,10.021376609802246,0.09256528690457344,-0.02119921613484621,0.0015625098603777587,25.01899601331966,0.20647457242012024,0.0,1.2013098001480103,0.0,1.2013098001480103,1.2013098001480103
16,1024,71.03976033863812,14,2.2490806579589844,0.0,2.2490806579589844,2.2490806579589844,500.0,0.0,500.0,500.0,10.028437614440918,0.0649782344698906,0.006530478596687317,0.0005655346321873367,16.227444754108628,0.10692393034696579,0.0,2.2490806579589844,0.0,2.2490806579589844,2.2490806579589844
17,1088,74.95531784368296,14,2.2490806579589844,0.0,2.2490806579589844,2.2490806579589844,500.0,0.0,500.0,500.0,10.036260604858398,0.03565816394984722,-0.002790226833894849,0.00021180836756684585,12.485487940569813,0.04432065784931183,0.0,2.2490806579589844,0.0,2.2490806579589844,2.2490806579589844
