actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_q1,critic_q2,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
9.659623611450195,-6.380782472610473,-0.0004745170823589433,0.008294056772254407,4500.0,0.0011117124216398224,0.0013866079448489473,0.0024626359877875075,0.002292071257950738,9.0,500.0,0.9071516757678344,2.2101041858127743,4500,4500.0,226.23368000984192
9.626794158935548,-6.361441640853882,-0.02678231325559318,0.007701970039866865,5000.0,0.0002816648413136136,0.026381216954439877,0.02638239982165396,0.02639849977940321,10.0,500.0,0.8701152929716862,32.80170939419634,5000,5000.0,241.47678899765015
9.593810077667236,-6.267695880889892,-0.06809029237926006,0.00727263198979199,5500.0,0.0005990310845081694,0.058911843534559014,0.05890540323033929,0.058942331328988073,11.0,500.0,0.699244496454772,33.246474428885755,5500,5500.0,256.51597833633423
9.560669815063477,-6.2203716449737545,-0.10227800402045249,0.007177119026891887,6000.0,0.0012203311304328963,0.09498289467394352,0.09497227883338928,0.09505522923171521,12.0,500.0,4.556074311979856,32.69741751532169,6000,6000.0,271.80770659446716
9.52737186050415,-6.178973007202148,-0.1470884851515293,0.00890679999627173,6500.0,0.0026646065653767436,0.13295416685938835,0.13296786963939666,0.13301911610364914,13.0,500.0,1.7880678365603275,33.35016623383769,6500,6500.0,286.8001365661621
9.493914833068848,-6.145254932403565,-0.1854748610854149,0.00904934453871101,7000.0,0.003971986028831452,0.1709988751113415,0.17101582857966424,0.17111575987935065,14.0,500.0,5.385249277294521,31.30686366895342,7000,7000.0,302.7710762023926
9.460297122955323,-6.112680545806885,-0.21884889751672745,0.010549302043393254,7500.0,0.005940875553525985,0.20419823357462882,0.20420037379860878,0.2043261372447014,15.0,500.0,4.111974022988556,32.27098895256532,7500,7500.0,318.2648694515228
9.42651713180542,-6.080945281982422,-0.2523648911714554,0.011663295404985547,8000.0,0.007183971212245524,0.23475934982299804,0.23470494163036346,0.23471315127611161,16.0,500.0,4.797047457105734,32.798471830234774,8000,8000.0,333.50948309898376
9.392573360443116,-6.050868690490723,-0.3025861220955849,0.012809112310409546,8500.0,0.008712108439765871,0.2792321570515633,0.2792526752352715,0.2796178070306778,17.0,500.0,7.750095524490406,32.16427159646688,8500,8500.0,349.0546827316284
9.358464199066162,-6.015755899429322,-0.36652673399448393,0.014235123025253415,9000.0,0.014223405104130506,0.3352134491801262,0.3351212502717972,0.3352394136190414,18.0,500.0,6.744823041029711,32.70667804491685,9000,9000.0,364.342081785202
9.324188083648682,-5.982609474182129,-0.438375789642334,0.0158776528313756,9500.0,0.015317723309621214,0.40303500306606294,0.40306505644321444,0.40345486330986025,19.0,500.0,13.57945954032081,31.250378121540468,9500,9500.0,380.3418891429901
9.289743129730224,-5.949762714385987,-0.5279319647550583,0.019341062769293784,10000.0,0.018035087577998637,0.4897093549966812,0.4896910954713821,0.48996197938919067,20.0,500.0,12.131480104584563,30.11269242421438,10000,10000.0,396.9461843967438
9.25512797164917,-5.917307640075683,-0.6043467190265656,0.021661306735128165,10500.0,0.02326169930770993,0.5635272917747498,0.5634520655870437,0.563957024216652,21.0,500.0,41.331757888180626,30.414286374985554,10500,10500.0,413.3858280181885
9.220340755462647,-5.8837591381073,-0.719549827337265,0.030870896216481925,11000.0,0.031779853347688916,0.6740977735519409,0.6740845037698746,0.6745348534584046,22.0,500.0,8.061387279873982,30.91966859112541,11000,11000.0,429.55676531791687
9.185379837036132,-5.849398469924926,-0.8231306974887848,0.032563969001173976,11500.0,0.03756328005716204,0.777862149477005,0.7778761472702026,0.7778767576217651,23.0,500.0,66.3625438433898,30.88603657631376,11500,11500.0,445.74531173706055
9.150243350982667,-5.815626152038575,-0.9931300945281982,0.0479261979162693,12000.0,0.05616034318506718,0.9478026061058045,0.9478403582572937,0.9487227537631988,24.0,500.0,1.356759188772487,31.215670553834965,12000,12000.0,461.76290941238403
9.114929676055908,-5.781707515716553,-1.153421314239502,0.048089472338557246,12500.0,0.05925624594092369,1.0986333420276642,1.0986445081233978,1.099176293849945,25.0,500.0,20.505240908828778,31.406087292560944,12500,12500.0,477.6833906173706
9.079436946868897,-5.7474753856658936,-1.3378202741146088,0.050827492721378806,13000.0,0.07796182371675968,1.276908921957016,1.2769180400371551,1.2774512460231782,26.0,500.0,14.713644432632416,31.036732277638006,13000,13000.0,493.7933351993561
9.04376330947876,-5.714823598861694,-1.513142023563385,0.05103127833455801,13500.0,0.08642314241826535,1.4462356011867523,1.446203727722168,1.447028796672821,27.0,500.0,20.234506922648873,31.734540395270525,13500,13500.0,509.54903984069824
9.0079069480896,-5.680544095993042,-1.7046180572509766,0.05354597564786673,14000.0,0.09069146712124347,1.6354485368728637,1.6354563183784485,1.635519926071167,28.0,500.0,29.614478729484915,31.935859290416843,14000,14000.0,525.2054224014282
8.971865989685059,-5.64584359550476,-1.9417502675056457,0.058440696112811566,14500.0,0.12365592348575592,1.8548367800712586,1.8548401861190795,1.855788824558258,29.0,500.0,46.27878134380342,31.869197020091974,14500,14500.0,540.8945543766022
8.935638492584228,-5.61044937133789,-2.177410879611969,0.0648918609842658,15000.0,0.15738355560600759,2.0769257440567017,2.0768375310897826,2.077337302684784,30.0,500.0,37.079892955976185,31.93293430869576,15000,15000.0,556.5523717403412
8.899222476959228,-5.576067279815674,-2.494655848503113,0.07054068452119827,15500.0,0.18324680891633033,2.378973526954651,2.378968479156494,2.3806202073097227,31.0,500.0,23.567825190719226,31.788044135644622,15500,15500.0,572.2815563678741
8.8626160697937,-5.540627498626709,-2.732487328529358,0.07259111804515124,16000.0,0.18862542355060577,2.6114041991233825,2.6113851737976073,2.6117821183204653,32.0,500.0,74.07472578851788,31.836305543836872,16000,16000.0,587.9868974685669
8.82581721496582,-5.505922916412353,-3.1406396055221557,0.08435162918269634,16500.0,0.22109745666384698,3.0147079381942747,3.0146602363586426,3.0154882736206057,33.0,500.0,37.87004981604598,31.848707462182325,16500,16500.0,603.6861221790314
8.788823970794677,-5.470166648864746,-3.4319087104797363,0.08882795582711697,17000.0,0.23321589586138725,3.3033979206085204,3.3034365224838256,3.3045086069107055,34.0,500.0,75.67782057643885,31.30030194318698,17000,17000.0,619.6604096889496
8.751634033203125,-5.435201894760132,-3.7862149705886843,0.10033322206139564,17500.0,0.23567125815153123,3.65165868473053,3.6516540937423705,3.652739366531372,35.0,500.0,72.0365658878158,31.991634999735176,17500,17500.0,635.289496421814
8.714245578765869,-5.399605169296264,-4.189446063995361,0.10882177716493606,18000.0,0.3012058069109917,4.044326309204101,4.044294435501099,4.045312808990478,36.0,500.0,4.9028947425224,32.95597573622824,18000,18000.0,650.4612522125244
8.676656223297119,-5.363759115219116,-4.386379887580872,0.10743982560932636,18500.0,0.28071928369998933,4.251868926048279,4.251726923942566,4.2526559810638425,37.0,500.0,93.54293161567666,31.916897527414164,18500,18500.0,666.1269359588623
8.63886406326294,-5.329085771560669,-4.704704341888427,0.11762984430789948,19000.0,0.3052930530309677,4.567762414932251,4.567722722053528,4.569399858474731,38.0,500.0,29.306686071192452,32.20852780683042,19000,19000.0,681.6507761478424
8.600866611480713,-5.292828382492066,-5.010527359008789,0.12060280817747115,19500.0,0.3656640590429306,4.864391318321228,4.8643577117919925,4.865860339164734,39.0,500.0,48.82495258546188,31.98310170166745,19500,19500.0,697.2840325832367
8.5626619682312,-5.258653339385987,-5.319086072921753,0.12248832327127457,20000.0,0.38610048377513884,5.164343543052674,5.164209493637085,5.164806943893432,40.0,500.0,44.01753571994975,32.3086328294959,20000,20000.0,712.7597734928131
8.524247489929198,-5.223433982849121,-5.705755619049072,0.12653823459148408,20500.0,0.42819165402650833,5.537968814849854,5.537934747695923,5.538944089889527,41.0,500.0,20.457478561781112,32.357865570666746,20500,20500.0,728.2119679450989
8.485621131896973,-5.18811209487915,-6.014321287155151,0.12848321616649627,21000.0,0.4850945492386818,5.847388093948364,5.847481418609619,5.847757364273071,42.0,500.0,20.73667007600482,31.6144614115351,21000,21000.0,744.0275163650513
8.446780410766602,-5.1527489528656005,-6.2876512241363525,0.12739792335033417,21500.0,0.4981039390563965,6.115701843261719,6.1156891040802,6.1174575881958,43.0,500.0,72.0404617421585,30.13355684288505,21500,21500.0,760.6203145980835
8.407723033905029,-5.11762890625,-6.549451711654663,0.13426847448945045,22000.0,0.5002628165483475,6.37125806427002,6.371250621795654,6.371922378540039,44.0,500.0,27.016321494255003,30.11811376155717,22000,22000.0,777.221620798111
8.368446483612061,-5.082224018096924,-6.867328073501587,0.13552726596593856,22500.0,0.5366479442119598,6.673959421157837,6.6739603004455565,6.675440334320069,45.0,500.0,41.0312782609638,30.81871257715582,22500,22500.0,793.445531129837
8.328948238372803,-5.04547303199768,-7.184855993270874,0.13892285281419753,23000.0,0.5556945142745972,6.988357503890991,6.988358058929443,6.989125461578369,46.0,500.0,50.12339680758809,30.913386174047467,23000,23000.0,809.6197555065155
8.28922590637207,-5.009776468276978,-7.567498958587646,0.1421491324901581,23500.0,0.6173452284336091,7.366774063110352,7.366890638351441,7.368134370803833,47.0,500.0,43.408249855116445,31.121436749886016,23500,23500.0,825.6858525276184
8.249276832580566,-4.971454416275025,-7.879369682312012,0.14462985503673553,24000.0,0.6071791223287583,7.675179557800293,7.6749946327209475,7.675853418350219,48.0,500.0,41.54320499601605,30.881419350293783,24000,24000.0,841.8768191337585
8.209098598480224,-4.933485023498535,-8.168022102355957,0.14743739292025565,24500.0,0.6118211419582367,7.962819902420044,7.962778587341308,7.964582328796387,49.0,500.0,54.29892215704558,31.062046673437415,24500,24500.0,857.9736349582672
8.168688278198243,-4.895244707107544,-8.470927278518676,0.15003100621700288,25000.0,0.6371900782585144,8.259594392776489,8.259492385864258,8.260344469070434,50.0,500.0,34.15557776095383,31.19856589233779,25000,25000.0,874.0000140666962
8.128043380737305,-4.857525362014771,-8.742506940841675,0.15104282999038696,25500.0,0.7088911204338074,8.526859800338745,8.526872484207153,8.527815143585205,51.0,500.0,59.49999834990589,2.8909479385884587,25500,25500.0,1046.9536662101746
8.08716106414795,-4.817990827560425,-9.101454471588134,0.15494229564070702,26000.0,0.7348753597736358,8.88407661819458,8.883959617614746,8.886243587493896,52.0,500.0,49.4829767664838,32.4134550447376,26000,26000.0,1062.379359960556
8.046038585662842,-4.7805501689910885,-9.43968363761902,0.15840818026661874,26500.0,0.7601273999214172,9.21366814994812,9.213625255584716,9.21387488746643,53.0,500.0,54.212148673972585,31.71351761105308,26500,26500.0,1078.1455087661743
8.004673131942749,-4.74042371559143,-9.739883991241456,0.16093824058771133,27000.0,0.7874938925504684,9.502942211151122,9.50271192741394,9.504384532928468,54.0,500.0,65.2738117183074,31.254509183137284,27000,27000.0,1094.1432013511658
7.96306181716919,-4.702467384338379,-10.04258267211914,0.16386022517085075,27500.0,0.8029872658252716,9.79709169769287,9.79714720916748,9.797513549804687,55.0,500.0,57.75176535585931,31.264078157810136,27500,27500.0,1110.1359977722168
7.9212015342712405,-4.662726667404175,-10.382190479278565,0.16757999655604364,28000.0,0.8749066263437271,10.137100868225097,10.137190948486328,10.138553020477294,56.0,500.0,22.134182223661153,31.850066647167193,28000,28000.0,1125.8345532417297
7.879089487075806,-4.622156543731689,-10.587816989898682,0.16720934969186782,28500.0,0.894323022723198,10.347356014251709,10.347285816192628,10.348625434875489,57.0,500.0,91.2879955051891,31.41237067601562,28500,28500.0,1141.751850605011
7.836722518920898,-4.5841475639343265,-10.8705573387146,0.17329846426844597,29000.0,0.9504055709838867,10.625551509857178,10.625509170532226,10.62725337600708,58.0,500.0,80.98891147023126,31.238252058543956,29000,29000.0,1157.7578694820404
7.794097671508789,-4.542321636199951,-11.188059497833253,0.17771046283841133,29500.0,0.9473987464904785,10.933271091461181,10.933114807128906,10.934542865753174,59.0,500.0,32.783361083522706,32.10514955758958,29500,29500.0,1173.3316960334778
7.7512115955352785,-4.5029621562957765,-11.377387084960937,0.17751482439041139,30000.0,0.9331367883682251,11.119070732116699,11.119278110504151,11.11981498336792,60.0,500.0,60.86624785036165,31.822863441935716,30000,30000.0,1189.0436708927155
7.708061168670654,-4.462301465988159,-11.645849910736084,0.18186598211526872,30500.0,0.9347282860279084,11.394457813262939,11.3942073097229,11.39583918762207,61.0,500.0,30.595626234009156,32.19978992887218,30500,30500.0,1204.5717239379883
7.66464309501648,-4.4227768955230715,-11.824919490814208,0.18306423220038415,31000.0,0.9818212485313416,11.578440361022949,11.578524806976318,11.579944297790528,62.0,500.0,48.917088494081554,31.928121290784894,31000,31000.0,1220.2319014072418
7.620954053878784,-4.381886764526367,-12.046177108764649,0.18502513301372528,31500.0,0.9955926480293273,11.804164943695069,11.804073154449464,11.80411979675293,63.0,500.0,84.05255114781296,31.934758773073572,31500,31500.0,1235.888823747635
7.576990564346313,-4.343295135498047,-12.304706211090087,0.1895105623602867,32000.0,1.0333556916713715,12.059371448516846,12.059434978485108,12.060864891052246,64.0,500.0,98.15563055097334,31.20687277612275,32000,32000.0,1251.9109365940094
7.53274924659729,-4.302394962310791,-12.512001293182372,0.1945975363254547,32500.0,1.0378798880577087,12.25807339477539,12.257706638336181,12.258734951019287,65.0,500.0,94.17497838096868,30.843700558701155,32500,32500.0,1268.1217033863068
7.488226539611817,-4.262296562194824,-12.766073684692383,0.20055650448799134,33000.0,1.023801849603653,12.508002689361572,12.508245613098145,12.509178798675537,66.0,500.0,80.99957734369438,31.22558165640017,33000,33000.0,1284.1342160701752
7.443418823242188,-4.22002547454834,-12.964181529998779,0.20499052089452743,33500.0,1.023884741783142,12.708930591583252,12.708877819061279,12.709648712158202,67.0,500.0,58.697686861432125,31.98313828413612,33500,33500.0,1299.767454624176
7.398322502136231,-4.177573671340943,-13.078999198913575,0.20725004774332045,34000.0,1.040861022233963,12.830928707122803,12.831120735168456,12.832266662597656,68.0,500.0,41.707211465059274,31.525061877918404,34000,34000.0,1315.627852678299
7.352933687210083,-4.136411838531494,-13.209912437438964,0.207934458732605,34500.0,1.040165771484375,12.972559814453126,12.972520938873291,12.97305135345459,69.0,500.0,87.45462121748292,31.39006069622389,34500,34500.0,1331.55646276474
7.307248683929443,-4.094481206893921,-13.333730693817138,0.21185135906934738,35000.0,1.069973061323166,13.08570976638794,13.085448081970215,13.08662419128418,70.0,500.0,122.42587870397529,31.333329110040175,35000,35000.0,1347.513912677765
7.261263542175293,-4.052598651885987,-13.511438148498534,0.2192511817216873,35500.0,1.110404783964157,13.2588563041687,13.259194675445556,13.25947590637207,71.0,500.0,74.70197951594328,31.712165259788943,35500,35500.0,1363.2807338237762
7.214974369049072,-4.010239686965942,-13.689310775756836,0.22269762885570527,36000.0,1.0595789864063263,13.450538082122803,13.45017755508423,13.450081756591796,72.0,500.0,43.859594248706834,31.934048802135884,36000,36000.0,1378.9380049705505
7.168376987457275,-3.9654403123855593,-13.856586723327636,0.22329531341791153,36500.0,1.1119724984169006,13.61304280090332,13.613018550872802,13.614841884613037,73.0,500.0,74.99836635752091,31.79827677051784,36500,36500.0,1394.6621282100677
7.121467405319214,-3.924336860656738,-13.972949764251709,0.22370415365695953,37000.0,1.114285888195038,13.734187530517579,13.734262969970704,13.734825504302979,74.0,500.0,143.1919294597867,31.523991859673238,37000,37000.0,1410.5230655670166
7.074241256713867,-3.8799425468444824,-14.075158187866212,0.233943563580513,37500.0,1.2225451741218567,13.831207580566407,13.83116466140747,13.832297946929932,75.0,500.0,75.02146638628336,31.42001272290936,37500,37500.0,1426.4364912509918
7.02669436454773,-3.837995532989502,-14.292622081756592,0.2377194692492485,38000.0,1.1700897223949431,14.04401922607422,14.044182262420655,14.044979633331298,76.0,500.0,91.60750717777773,31.440610816957065,38000,38000.0,1442.3394916057587
6.978822317123413,-3.7932440700531007,-14.47064539718628,0.24223430359363557,38500.0,1.174898696899414,14.216534873962402,14.21667474746704,14.218143058776855,77.0,500.0,125.9847462728319,31.4255802315809,38500,38500.0,1458.2500972747803
6.930620632171631,-3.74937686252594,-14.76986940765381,0.2507242856025696,39000.0,1.1982743699550629,14.519095905303955,14.518966861724854,14.51793448638916,78.0,500.0,88.70363014709015,31.45024458028739,39000,39000.0,1474.1482260227203
6.882084697723388,-3.7067993831634523,-14.871242198944092,0.25237336122989656,39500.0,1.1983335044384003,14.616280368804931,14.616089115142822,14.617883563995361,79.0,500.0,81.73049835923315,31.20567333673689,39500,39500.0,1490.1709551811218
6.833209913253784,-3.6621382865905763,-15.085128398895264,0.2548546142578125,40000.0,1.2528748698234558,14.828967090606689,14.829190032958984,14.829008823394775,80.0,500.0,85.86761557907715,31.703193268840177,40000,40000.0,1505.9422380924225
6.783991403579712,-3.6162888736724854,-15.12593486404419,0.2565121884942055,40500.0,1.2745920262336732,14.873088039398194,14.87341159439087,14.874663707733154,81.0,500.0,79.43224305262078,31.842516173899586,40500,40500.0,1521.644515991211
6.7344244232177735,-3.5727462911605836,-15.28734605407715,0.2626729055047035,41000.0,1.2986153869628907,15.036148014068603,15.035848884582519,15.035850898742677,82.0,500.0,107.81188369138894,31.620489472617813,41000,41000.0,1537.4570486545563
6.684503976821899,-3.5278172273635864,-15.44265786743164,0.2660769783258438,41500.0,1.3054225573539733,15.192124675750732,15.192087158203124,15.193266952514648,83.0,500.0,32.8236460477367,31.251357927318157,41500,41500.0,1553.4563541412354
6.6342249126434325,-3.4821660079956054,-15.456392166137695,0.2624918848872185,42000.0,1.2893819410800933,15.205255672454834,15.205580764770508,15.205883750915527,84.0,500.0,66.84187839272505,31.781286882734353,42000,42000.0,1569.1888840198517
6.583582155227661,-3.435018159866333,-15.63564556503296,0.2669568608403206,42500.0,1.2655452144145967,15.377755325317382,15.377582042694092,15.378627574920655,85.0,500.0,36.853774630222,32.21033195386752,42500,42500.0,1584.7118544578552
6.532570264816284,-3.3904594116210935,-15.646121974945068,0.26396529108285904,43000.0,1.3034389741420747,15.383936962127686,15.384179599761962,15.383832099914551,86.0,500.0,79.31664908038525,31.527026768414363,43000,43000.0,1600.5712640285492
6.481183973312378,-3.345343692779541,-15.811946044921875,0.2674042706489563,43500.0,1.3234197180271148,15.554530899047851,15.554356513977051,15.555210418701172,87.0,500.0,89.48107303458181,31.263645640678124,43500,43500.0,1616.564281463623
6.429417583465576,-3.298421143531799,-15.949332679748535,0.2718658476471901,44000.0,1.340934154510498,15.690172416687012,15.690013786315918,15.690325183868408,88.0,500.0,121.11332576667019,31.44836658945755,44000,44000.0,1632.4633593559265
6.377265615463257,-3.2535055456161497,-16.08792631149292,0.2771959739327431,44500.0,1.3444391198158263,15.83026933670044,15.83079114151001,15.83198154449463,89.0,500.0,118.15852319214133,31.567961693211036,44500,44500.0,1648.3022038936615
6.32472205543518,-3.204262864112854,-16.24184032058716,0.28043320441246034,45000.0,1.3515451121330262,15.978315490722656,15.978295574188232,15.97779958343506,90.0,500.0,92.01175035544283,31.493104035702693,45000,45000.0,1664.1786963939667
6.271781240463257,-3.1585160846710205,-16.39409349822998,0.28351772665977476,45500.0,1.3642943460941315,16.122052055358886,16.121993171691894,16.12322088623047,91.0,500.0,115.8544847885077,30.817595321707895,45500,45500.0,1680.4031953811646
